State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,Households_with_Internet,Housholds_with_Electric_Lighting,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Sex_Ratio,Literacy_Rate,Gender_Parity_Index ,Illiterate_Education_Rate,Literate_Education_Rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,2399901,275970,15422,1377,25510,617,322,597466,220248,5512,566108,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1536378,704551,422522,1001.0,54.0,0.7301587301587301,43.0,57.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,3599372,443456,20463,932,341,1417,309,902997,341431,8606,897970,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,2189396,1104565,739612,977.0,57.0,0.7384615384615385,36.0,64.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,3737588,397870,24129,867,253,1322,358,907970,395900,13763,944555,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,2148179,1159053,807430,997.0,64.0,0.8028169014084507,28.0,72.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,4983330,77777,77825,738,413,4149,403,1199479,406362,22411,1297273,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,2724328,1478954,948122,1006.0,64.0,0.9104477611940298,30.0,70.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,4217597,559770,89763,764,323,3282,332,1069877,513113,19383,1186028,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,2583462,1371811,928462,1003.0,61.0,0.8059701492537313,31.0,69.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,2046051,1713405,87522,11446,1268,19560,1929,0,1066289,149034,869721,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,2249130,1068243,542669,954.0,73.0,0.9210526315789473,14.0,86.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,3491139,244723,24979,2086,332,312,115,877236,288044,8831,926768,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1940234,1031735,728494,1008.0,58.0,0.746268656716418,36.0,64.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,2595321,158887,33463,655,217,459,539,669262,201363,8628,668519,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1530602,774583,477955,1011.0,58.0,0.8,36.0,64.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,4023678,307043,145598,1393,863,6320,906,909292,567042,30438,1163932,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,2340943,1284630,833959,992.0,67.0,0.8873239436619719,30.0,70.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,3328380,670737,33165,737,255,2235,434,783853,306982,10081,816721,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,2368684,1053618,609027,988.0,52.0,0.7213114754098361,41.0,59.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,3673456,334172,21345,658,290,388,267,848963,161052,6153,757821,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,2360874,1027525,637430,977.0,48.0,0.6964285714285714,44.0,56.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,2637313,342449,34301,1309,554,457,217,593653,195479,8635,604719,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,1735769,779738,509368,992.0,54.0,0.7142857142857143,37.0,63.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,3249231,188646,35025,937,241,250,132,833504,197433,7715,789225,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,1932349,897137,651748,983.0,57.0,0.7424242424242424,37.0,63.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,2123426,391596,19653,2357,1847,542,146,565165,155133,5261,545913,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1399773,676401,437573,1040.0,54.0,0.7301587301587301,37.0,63.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,3150195,220654,18775,266,97,204,206,873486,214089,6151,763746,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,1832695,917391,641707,981.0,56.0,0.7230769230769231,39.0,61.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,2666950,9025,18879,193,77,160,106,752752,149684,3988,615432,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1423119,747385,528736,1015.0,55.0,0.734375,40.0,60.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,2299129,16423,17853,380,114,815,183,592458,157056,4453,527736,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1206366,666394,451469,1019.0,53.0,0.7377049180327869,45.0,55.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,3273755,197333,31377,1453,253,569,126,758738,288249,12952,828077,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,1891954,941452,664872,997.0,59.0,0.746268656716418,35.0,65.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,3733191,86142,109120,288,209,1578,211,1007255,248373,12050,1017568,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,2051513,1127764,755533,1004.0,67.0,0.9285714285714286,27.0,73.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,47683,2134,35969,94,50381,95,11738,33422,6498,170,14593,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,96630,35018,16414,926.0,49.0,0.7192982456140351,42.0,58.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,12333,652,37136,36,452,23,27868,14503,5215,57,5318,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,53752,17922,6960,1029.0,49.0,0.75,42.0,58.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,27854,2289,18254,69,776,30,49393,19497,9524,450,14231,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,61993,25334,11802,980.0,63.0,0.8529411764705882,25.0,75.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,4859,471,51189,43,121,81,34158,18603,1092,95,3911,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,64379,20713,6836,1032.0,40.0,0.7777777777777778,44.0,56.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,99020,3846,10684,210,24452,104,7277,33599,11372,312,17157,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,94890,35493,15195,912.0,57.0,0.7936507936507936,36.0,64.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,28915,2247,9213,33,2932,19,10393,12000,3950,207,5932,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,35140,13254,5652,928.0,59.0,0.828125,30.0,70.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,9551,1482,34402,27,193,13,37085,18112,5365,381,12493,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,55258,20305,7412,984.0,65.0,0.8571428571428571,24.0,76.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,57027,6148,84397,310,4768,139,22586,20308,30180,2477,30539,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,120592,43812,11856,980.0,69.0,0.8513513513513513,22.0,78.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,11842,787,776,1164,34920,72,349,10730,2452,96,8635,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,30709,13849,5399,714.0,52.0,0.6557377049180327,49.0,51.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,20682,1103,83361,61,778,43,5325,18420,6500,98,16026,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,71785,25669,14423,944.0,43.0,0.6666666666666666,47.0,53.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,5261,411,5643,27,2577,7,20967,8569,2182,97,6198,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,21090,8910,5252,889.0,52.0,0.7894736842105263,35.0,65.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,13474,521,8779,28,297,11,59449,14542,4672,139,5373,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,56054,20055,7230,998.0,54.0,0.8305084745762712,30.0,70.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,31265,1970,8466,328,36087,71,5556,17889,6306,202,14188,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,53026,22362,8493,819.0,58.0,0.78125,39.0,61.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,15881,2218,29969,577,3311,49,60005,22272,8503,303,14204,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,70415,28305,13469,930.0,58.0,0.8253968253968254,27.0,73.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,492966,1198036,1020,112,49,399,14,447189,52192,2078,84804,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,1072312,405046,215355,953.0,53.0,0.8275862068965517,38.0,62.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,359145,371033,5924,384,236,871,9,181923,38470,2523,49866,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,458796,184849,94939,966.0,59.0,0.8571428571428571,35.0,65.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,1038985,654816,37635,280,341,1673,98,346227,88933,5316,140205,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,1048990,444899,241776,959.0,68.0,0.875,21.0,79.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,327322,597392,1688,431,57,724,19,268517,20189,1166,45444,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,583436,226525,118102,954.0,52.0,0.8421052631578947,39.0,61.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,655052,13475,8711,297,911,167,6315,211758,16504,1192,28195,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,434221,169630,82051,953.0,62.0,0.8088235294117647,27.0,73.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,1198401,64526,52968,2261,4673,1055,46,299852,77163,8817,136685,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,767147,371864,186774,961.0,67.0,0.821917808219178,26.0,74.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,347878,579929,77862,771,194,477,103,228610,39504,1364,78641,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,650509,239831,117427,964.0,56.0,0.8813559322033898,36.0,64.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,917426,90312,50582,1131,3863,530,1347,292893,34190,3073,82345,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,629153,289085,148244,964.0,68.0,0.8493150684931506,24.0,76.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,251194,397653,8480,84,490,247,636,159215,16202,1211,44143,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,419921,156243,82841,951.0,62.0,0.835820895522388,26.0,74.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,1008219,54684,21051,1540,2378,719,578,286330,80824,5651,122063,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,604908,315550,171062,962.0,73.0,0.8717948717948718,19.0,81.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,877495,601784,33297,319,185,1330,55,390596,43849,3109,122191,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,895775,408232,212740,949.0,66.0,0.8450704225352113,26.0,74.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,766000,20290,157789,370,6260,397,3568,215691,37185,1923,53918,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,618633,233739,103123,951.0,58.0,0.8125,31.0,69.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,521962,692489,11990,114,446,524,110,261945,32695,1933,70951,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,779850,284368,163990,963.0,65.0,0.8571428571428571,25.0,75.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,529068,252271,101091,93,1718,396,123,204896,17115,1218,41373,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,552671,224715,108956,959.0,55.0,0.8032786885245902,37.0,63.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,797130,193476,46217,412,1074,250,2410,293239,34694,1948,60296,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,639385,268872,133615,968.0,66.0,0.8450704225352113,26.0,74.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,1225246,1563203,26844,3036,1073,1162,61,674999,124186,5121,195631,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,1778277,678034,366112,962.0,61.0,0.890625,30.0,70.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,491582,277488,429,62,27,1004,9,210706,28238,1631,68313,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,442061,211320,117809,949.0,69.0,0.8648648648648649,24.0,76.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,1422824,350536,138166,1363,5088,1003,221,483325,64528,4358,133368,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,1159991,501239,261648,956.0,58.0,0.8253968253968254,33.0,67.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,1181347,48373,76877,1999,16228,837,395,290704,90910,5135,161718,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,799874,352158,175377,952.0,60.0,0.7910447761194029,31.0,69.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,1593525,1207442,4116,371,187,1910,63,659061,44213,2561,43290,625357,426625,206161,112955,68177,39627,6938,1485840,1653766,3139606,1872943,612012,324091,921.0,43.0,0.7,53.0,47.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,19,428291,49006,2362,44456,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,926.0,58.0,0.7424242424242424,30.0,70.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,551789,427343,23258,589477,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,923.0,68.0,0.8108108108108109,24.0,76.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,19,428291,49006,2362,44456,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,926.0,58.0,0.7424242424242424,30.0,70.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,551789,427343,23258,589477,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,923.0,68.0,0.8108108108108109,24.0,76.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,1772655,250925,6138,139,113,94,1035,425604,18492,1704,62359,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,1291235,462080,278863,907.0,47.0,0.7090909090909091,42.0,58.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,2554330,407348,2209,402,229,276,57,594377,139248,4644,120373,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,1951688,644874,369996,895.0,52.0,0.7627118644067796,41.0,59.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,2487866,537098,3556,415,180,1050,32,522527,130634,6764,174534,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,1952879,674660,397654,880.0,52.0,0.7758620689655172,37.0,63.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,2518216,197819,2165,544,647,1472,48,434559,77368,3661,62153,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,1722387,613072,387389,907.0,59.0,0.7058823529411765,32.0,68.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,1591454,105423,2125,248,5090,97,57,299252,35405,1784,46760,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,1074754,375372,253998,922.0,58.0,0.7164179104477612,25.0,75.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,3042729,881476,3534,832,245,236,101,907174,95539,6280,127442,672797,490534,332382,224622,152540,129597,26073,2028545,2203198,4231743,2535344,865971,529314,911.0,46.0,0.6727272727272727,52.0,48.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,3876395,488121,3943,913,870,1723,108,696289,111282,6856,112617,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,2810026,936630,537333,937.0,52.0,0.7333333333333333,41.0,59.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,2119262,436057,2463,271,167,133,28,515925,38133,3707,69375,540603,470828,291624,223776,123249,79109,7690,1736879,977719,2714598,1642807,546202,370662,1021.0,54.0,0.7301587301587301,36.0,64.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,1525746,217621,8443,162,159,87,3438,325909,30851,1839,32633,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,1135919,392052,227016,922.0,49.0,0.6551724137931034,41.0,59.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,1045117,75742,691,148,248,60,58,186660,28132,1106,27641,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,714244,254582,155106,922.0,55.0,0.703125,41.0,59.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,1684589,1365645,8659,2754,212,507,2141,668232,69838,2941,60900,472616,444260,237243,133811,88498,57114,11896,1445438,1705551,3150989,2054202,660403,353483,919.0,42.0,0.7291666666666666,54.0,46.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,1486989,175588,1253,143,79,86,115,373696,21007,1580,40641,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,1114645,355531,195796,886.0,46.0,0.75,49.0,51.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,531236,1149095,5783,398,183,1476,28,401793,43357,1093,58718,356401,235779,89025,42778,25989,15386,3761,769119,945397,1714516,1139615,361114,188447,950.0,44.0,0.7254901960784313,55.0,45.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,956396,40886,487,140,52,78,52,175882,31763,1186,44491,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,650642,218840,130655,902.0,51.0,0.7413793103448276,43.0,57.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,1753829,241760,1342,170,60,133,81,486278,24000,1397,23236,340813,189431,114474,99437,79891,44955,6509,875510,1202278,2077788,1311771,444235,242382,911.0,42.0,0.673469387755102,58.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,3652168,818912,3262,564,328,442,169,1047552,41234,5319,113281,783888,771417,520875,303114,170563,137780,11352,2698989,2003079,4702068,2860455,1009424,611899,926.0,48.0,0.6551724137931034,43.0,57.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,1252319,110416,1815,338,95,145,61,222281,85782,2653,90461,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,860147,316713,188319,876.0,59.0,0.7846153846153846,37.0,63.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,4032773,745546,5149,933,288,382,98,998694,120700,10290,180651,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,3016735,1079189,697108,900.0,52.0,0.7627118644067796,40.0,60.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,2669775,198033,1978,393,414,561,64,514141,102522,4156,101378,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1829128,642197,403129,922.0,53.0,0.7049180327868853,40.0,60.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,1964620,244394,1299,250,176,279,80,379551,45323,1841,31162,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,939.0,49.0,0.6896551724137931,42.0,58.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,3047427,865090,8469,926,1337,296,1895,839514,96620,3495,57546,1053481,543965,250243,159563,98732,70669,6035,2182688,1710878,3893566,2544205,888205,497793,909.0,45.0,0.6792452830188679,44.0,56.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,5356075,439952,12551,4803,1062,2151,203,657991,552103,40692,546859,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,3626564,1382654,815638,897.0,59.0,0.7878787878787878,34.0,66.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,4086453,990349,4865,668,878,464,104,1142260,101565,7719,74979,1280809,982506,450631,241118,121594,68781,5149,3150588,2142757,5293345,3316422,1122340,648009,902.0,45.0,0.6923076923076923,40.0,60.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,1989420,1255641,7989,614,353,1450,650,712847,85749,4170,86058,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,2155512,696556,372692,921.0,41.0,0.723404255319149,55.0,45.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,2645415,300487,2889,2569,1584,252,537,512383,95678,4594,114893,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,918.0,61.0,0.7536231884057971,29.0,71.0
